epoch,accuracy,loss,val_accuracy,val_loss
0,0.9144207835197449,0.2930194739648636,0.514177680015564,0.7500716184548184
1,0.9468873143196106,0.14182200607960388,0.514177680015564,17.073272000188414
2,0.9851852059364319,0.04958225160666908,0.6925016045570374,0.7453705513334605
3,0.9905437231063843,0.029198129664757197,0.514177680015564,1957.965109581758
4,0.9970055222511292,0.01415956288750795,0.514177680015564,250.6925351119447
5,0.9963750839233398,0.012903946027500222,0.5570258498191833,39.28113891707326
6,0.9936957955360413,0.022293785673553685,0.514177680015564,18197.447724677062
7,0.9946414232254028,0.02138936493672002,0.48582231998443604,3.2677336164293007
8,0.9944838285446167,0.020156656053002375,0.9313169717788696,0.3459292656607649
9,0.9987391829490662,0.006532616738025965,0.514177680015564,9007.659464595148
10,0.9996848106384277,0.0036581142497644522,0.514177680015564,1485.9109948968917
11,0.9995272159576416,0.0033374772726086984,0.48582231998443604,3.868233103532797
12,0.9918045997619629,0.022763413975824043,0.514177680015564,70988.9501245471
13,0.9971631169319153,0.012492140136524107,0.514177680015564,3.334948064248819
14,0.9971631169319153,0.01238964591248708,0.514177680015564,830.9275969978241
15,0.9947990775108337,0.019102673456248945,0.514177680015564,1429.7978244101243
16,0.9952718615531921,0.01616087717219154,0.514177680015564,10930.092028862437
17,0.9992119669914246,0.006167118230994594,0.514177680015564,3484.131607642171
18,0.9971631169319153,0.010835698575267262,0.514177680015564,1974.49858107684
19,0.99858158826828,0.007545957635644856,0.514177680015564,6.535096887830075
20,0.9988967776298523,0.006001649576131404,0.9306868314743042,0.4426872592792619
21,0.9993695616722107,0.004626390639000107,0.514177680015564,3206.5014351530504
22,0.9996848106384277,0.002629987166631582,0.514177680015564,979.1551521363766
23,0.9995272159576416,0.004395608177410044,0.514177680015564,4.139826046872154
